A_team,B_team,A_score,B_score,A_xg,B_xg,A_standings,B_standings,season,target
Torino,Genoa,0,0,1.01,0.07,11,16,2017/2018,1
Sassuolo,Chievo,1,2,0.44,0.2,3,7,2016/2017,0
Roma,Udinese,3,1,2.09,0.54,3,13,2015/2016,1
Cagliari,Udinese,0,2,0.33,2.0,13,17,2018/2019,0
SPAL 2013,Empoli,2,2,0.72,2.25,15,17,2018/2019,1
Lazio,Genoa,1,1,1.35,1.15,8,18,2020/2021,0
Spezia,Benevento,1,1,1.68,0.32,15,16,2020/2021,1
Napoli,Cagliari,3,0,2.97,0.11,3,14,2017/2018,1
Parma Calcio 1913,Udinese,2,3,0.97,1.72,17,20,2020/2021,0
Udinese,Torino,2,2,2.12,1.18,14,9,2016/2017,1
Carpi,Juventus,2,3,1.0,1.67,19,4,2015/2016,1
Cagliari,AC Milan,2,1,2.34,2.44,13,6,2016/2017,1
Roma,Cagliari,1,0,0.86,1.01,4,16,2017/2018,0
Inter,Lazio,0,2,0.87,1.72,4,9,2015/2016,0
Fiorentina,Lazio,1,1,1.28,1.74,11,5,2017/2018,0
AC Milan,Genoa,2,1,1.22,1.31,2,13,2020/2021,1
SPAL 2013,Udinese,2,3,1.17,1.39,11,16,2018/2019,0
Bologna,Sassuolo,1,1,0.55,1.75,13,8,2020/2021,0
Inter,Juventus,1,1,1.07,1.64,12,1,2014/2015,0
Chievo,Bologna,1,4,1.18,2.8,11,14,2016/2017,0
Torino,Roma,1,3,0.98,3.05,19,5,2020/2021,0
Atalanta,Benevento,2,0,1.79,0.18,3,18,2020/2021,1
Udinese,Juventus,1,3,1.25,2.21,17,2,2019/2020,0
Napoli,Juventus,3,4,1.59,2.01,6,5,2019/2020,0
Atalanta,Bologna,3,2,1.58,1.2,5,15,2016/2017,1
Torino,Bologna,1,0,0.57,1.86,10,11,2019/2020,1
Atalanta,Genoa,0,0,2.08,0.91,5,17,2020/2021,1
Roma,Brescia,3,0,2.52,0.31,6,20,2019/2020,1
Genoa,Verona,5,2,1.44,1.07,9,16,2014/2015,1
Crotone,Cagliari,1,2,1.07,0.81,19,14,2016/2017,1
Torino,Lecce,1,2,1.55,1.25,5,19,2019/2020,1
SPAL 2013,Crotone,3,2,1.32,1.23,18,17,2017/2018,0
Bologna,Atalanta,0,1,0.46,1.05,12,8,2017/2018,1
Udinese,Atalanta,2,3,1.23,0.88,15,4,2019/2020,1
Sampdoria,Udinese,2,0,2.13,1.59,16,15,2015/2016,1
Genoa,Torino,2,1,2.03,0.26,16,9,2016/2017,1
Udinese,Roma,1,3,0.54,2.09,13,3,2015/2016,0
Udinese,Bologna,2,1,1.75,1.74,16,18,2018/2019,1
Empoli,Atalanta,1,2,0.11,3.38,17,6,2016/2017,0
Lazio,Parma Calcio 1913,1,0,1.36,0.57,6,19,2020/2021,1
Empoli,Genoa,1,1,1.57,0.64,14,11,2014/2015,0
Pescara,Udinese,1,3,0.52,1.5,20,14,2016/2017,1
Juventus,Sampdoria,2,0,3.49,1.09,1,15,2019/2020,1
Benevento,Sampdoria,1,2,1.05,2.85,10,13,2017/2018,0
Fiorentina,Cagliari,1,3,2.13,2.16,6,19,2014/2015,1
Lazio,Torino,0,0,2.15,0.28,6,17,2020/2021,1
Verona,Roma,0,0,0.91,1.78,19,14,2020/2021,1
Bologna,Cagliari,0,0,0.54,1.15,11,15,2017/2018,0
Torino,Sassuolo,3,2,2.15,1.41,18,8,2020/2021,1
Inter,Sampdoria,2,1,2.5,0.54,3,16,2019/2020,1
Bologna,Fiorentina,0,4,1.3,2.39,11,13,2019/2020,0
Udinese,Torino,1,0,1.52,0.5,16,12,2015/2016,0
Genoa,SPAL 2013,1,1,2.69,0.27,13,17,2017/2018,1
Roma,Bologna,1,1,2.46,0.3,3,11,2017/2018,0
Atalanta,Crotone,5,1,3.83,0.6,4,20,2020/2021,1
Inter,Palermo,1,0,1.84,0.29,7,19,2016/2017,0
Torino,Sampdoria,4,1,2.07,2.19,11,9,2018/2019,0
Sampdoria,Inter,1,1,2.39,1.91,10,2,2015/2016,1
Napoli,Udinese,2,1,1.77,0.34,6,14,2016/2017,0
Inter,Chievo,5,0,3.79,0.46,3,12,2017/2018,1
Atalanta,Roma,1,1,0.92,1.57,17,3,2014/2015,0
Juventus,Napoli,3,1,1.7,1.97,1,4,2014/2015,1
Lecce,Parma Calcio 1913,0,2,0.8,2.15,17,9,2019/2020,0
Genoa,SPAL 2013,1,1,1.72,2.44,18,19,2019/2020,0
AC Milan,Atalanta,0,3,1.74,2.4,1,5,2020/2021,1
Atalanta,Fiorentina,0,1,1.15,1.03,6,16,2014/2015,1
Lecce,Bologna,2,3,1.2,4.46,16,12,2019/2020,1
AC Milan,Parma Calcio 1913,2,1,1.35,1.25,5,6,2018/2019,1
Inter,Napoli,2,0,1.89,0.32,4,2,2015/2016,1
Inter,Sassuolo,0,1,1.2,1.4,12,15,2018/2019,0
Roma,Benevento,5,2,2.52,0.71,5,20,2017/2018,1
Verona,Udinese,0,0,1.08,0.79,7,16,2019/2020,0
Verona,Napoli,3,1,2.35,0.9,10,6,2020/2021,1
Chievo,Inter,0,0,0.86,0.9,12,8,2014/2015,0
Juventus,Verona,1,1,2.18,0.6,12,13,2020/2021,1
Carpi,Bologna,1,2,0.82,1.97,19,20,2015/2016,1
Lazio,Atalanta,4,3,1.81,1.55,12,4,2016/2017,0
Bologna,Inter,1,2,0.37,1.78,9,5,2015/2016,0
Fiorentina,Napoli,3,0,2.52,0.1,8,2,2017/2018,1
Empoli,Cagliari,1,1,0.67,0.98,13,18,2014/2015,0
Inter,Parma Calcio 1913,1,1,1.06,0.54,10,20,2014/2015,1
Sassuolo,Sampdoria,2,3,1.15,2.54,12,15,2016/2017,0
Chievo,Udinese,1,1,1.38,0.4,18,9,2014/2015,0
Genoa,Chievo,1,0,0.58,0.28,13,15,2017/2018,0
Sampdoria,Verona,3,1,1.94,1.32,10,9,2020/2021,1
Verona,Roma,0,1,0.35,1.79,19,5,2017/2018,1
Sassuolo,Atalanta,1,2,1.29,0.61,15,18,2017/2018,0
Napoli,Empoli,5,1,2.69,0.24,2,8,2015/2016,1
Roma,Napoli,0,4,0.31,2.06,2,5,2020/2021,0
Torino,Juventus,0,4,0.21,2.79,5,2,2017/2018,0
Lazio,Palermo,4,0,2.44,1.58,16,17,2014/2015,0
Genoa,Torino,0,1,0.81,1.4,12,9,2016/2017,0
Benevento,Torino,1,1,0.35,1.35,18,17,2020/2021,0
Cagliari,Juventus,1,3,0.66,2.34,17,3,2020/2021,1
Cagliari,Frosinone,1,1,1.83,1.69,13,19,2018/2019,0
Torino,Chievo,1,0,1.48,0.32,16,19,2018/2019,0
Frosinone,Sampdoria,0,2,0.49,1.31,18,17,2015/2016,0
Palermo,Verona,1,0,1.13,2.97,17,20,2015/2016,0
Genoa,Frosinone,4,0,2.08,0.37,13,19,2015/2016,1
Inter,Sassuolo,1,0,2.31,0.57,10,14,2016/2017,0
Inter,Napoli,1,4,1.99,1.74,4,2,2018/2019,0
Frosinone,Carpi,1,2,1.27,1.78,18,19,2015/2016,0
Fiorentina,Udinese,2,2,1.24,2.05,6,13,2014/2015,0
Verona,Lazio,2,5,0.36,4.18,20,9,2015/2016,0
AC Milan,Bologna,5,1,3.14,0.53,7,10,2019/2020,1
Napoli,Torino,3,1,2.36,1.09,5,14,2018/2019,0
Genoa,Inter,0,2,0.01,1.64,12,7,2020/2021,1
Inter,Genoa,1,0,1.03,0.1,2,15,2015/2016,1
Torino,Roma,1,1,1.64,0.24,8,4,2015/2016,1
Parma Calcio 1913,Udinese,3,1,1.21,1.7,15,9,2019/2020,0
SPAL 2013,Fiorentina,0,1,1.29,2.06,20,15,2019/2020,0
AC Milan,Cagliari,2,0,1.22,0.76,12,6,2019/2020,0
Bologna,Inter,1,0,0.63,1.0,18,3,2018/2019,0
Juventus,Sassuolo,3,1,3.3,0.84,2,4,2016/2017,1
Fiorentina,Chievo,1,2,1.45,1.14,12,11,2017/2018,0
Napoli,Chievo,3,1,3.33,0.28,2,10,2015/2016,1
Empoli,Fiorentina,1,3,1.39,1.59,14,12,2018/2019,0
Napoli,Roma,2,1,2.34,0.7,7,5,2019/2020,1
Lazio,Roma,1,2,1.42,1.33,3,2,2014/2015,1
Parma Calcio 1913,Napoli,2,1,1.29,1.88,8,7,2019/2020,0
Roma,Fiorentina,0,1,1.02,0.74,3,15,2016/2017,0
Sampdoria,Parma Calcio 1913,2,2,1.39,1.02,8,19,2014/2015,1
Roma,Lazio,0,3,0.64,0.94,3,8,2020/2021,0
Napoli,AC Milan,2,2,1.97,1.29,6,7,2019/2020,1
AC Milan,Chievo,2,1,1.71,0.26,3,20,2018/2019,0
Cagliari,Chievo,2,1,1.48,1.19,15,19,2018/2019,1
Roma,Cagliari,2,1,1.2,1.92,2,17,2014/2015,0
Genoa,Crotone,2,2,2.49,1.55,16,19,2016/2017,1
Atalanta,Sampdoria,2,1,1.89,1.95,8,9,2018/2019,0
Napoli,Cesena,3,2,1.92,0.51,4,19,2014/2015,1
Sampdoria,Torino,0,2,0.8,2.63,6,7,2015/2016,0
Bologna,Verona,3,2,1.25,1.72,13,19,2017/2018,0
Torino,Cagliari,2,1,2.65,0.69,12,14,2017/2018,1
Atalanta,Napoli,1,1,0.74,1.62,17,4,2014/2015,0
Torino,Inter,2,4,1.98,3.75,17,8,2020/2021,0
Inter,Sassuolo,2,1,1.28,0.87,1,8,2020/2021,1
Verona,Atalanta,0,0,0.73,0.88,17,4,2014/2015,0
Verona,Roma,1,3,1.22,2.11,9,6,2019/2020,1
Cagliari,Roma,2,2,1.76,2.93,18,3,2016/2017,1
Napoli,AC Milan,0,2,1.11,1.45,6,7,2014/2015,0
Frosinone,Sassuolo,0,2,0.42,1.18,19,10,2018/2019,1
Empoli,Sampdoria,1,1,1.66,0.5,15,7,2014/2015,1
Sampdoria,Inter,2,1,2.39,1.85,10,6,2016/2017,0
AC Milan,Napoli,3,1,1.84,1.88,1,2,2020/2021,0
Genoa,Chievo,0,0,0.49,1.02,13,14,2016/2017,0
Udinese,Verona,1,2,0.81,0.83,9,14,2014/2015,1
Genoa,AC Milan,1,2,1.31,1.22,13,2,2020/2021,0
Genoa,Parma Calcio 1913,1,5,1.9,2.6,19,13,2019/2020,0
Sassuolo,Atalanta,2,2,1.26,1.32,6,10,2015/2016,1
Roma,Parma Calcio 1913,2,1,0.83,0.33,2,17,2014/2015,0
Torino,AC Milan,2,3,1.75,2.6,18,3,2016/2017,0
Lazio,Inter,2,2,0.26,1.07,4,11,2014/2015,0
Genoa,Sampdoria,0,1,0.64,0.73,15,10,2016/2017,1
Sassuolo,Roma,1,3,0.84,2.39,12,3,2016/2017,0
Napoli,Empoli,2,0,3.9,0.29,5,17,2016/2017,1
Frosinone,Inter,0,4,0.47,3.16,18,3,2015/2016,0
Napoli,Verona,6,2,4.61,0.8,9,10,2014/2015,1
Torino,Verona,1,1,1.09,1.49,15,9,2019/2020,1
Udinese,Empoli,1,2,3.75,1.55,17,19,2018/2019,0
Torino,AC Milan,0,0,1.0,1.16,10,9,2017/2018,0
Empoli,Crotone,2,1,0.64,0.52,20,19,2016/2017,1
Sassuolo,Udinese,0,1,1.0,2.15,8,14,2019/2020,1
Genoa,Napoli,1,3,0.47,2.46,12,2,2015/2016,0
Genoa,Torino,3,3,1.58,1.46,17,10,2015/2016,0
Chievo,Cagliari,1,2,1.19,1.48,19,15,2018/2019,0
Lazio,Verona,5,1,2.27,1.78,4,9,2019/2020,0
Torino,Verona,3,1,1.6,0.68,10,14,2014/2015,0
Inter,Verona,1,0,0.84,0.24,2,16,2015/2016,1
Atalanta,Frosinone,2,0,3.16,0.84,13,14,2015/2016,1
AC Milan,Bologna,0,0,0.67,0.37,4,18,2018/2019,0
Sassuolo,Juventus,1,3,0.84,3.3,4,2,2016/2017,0
Fiorentina,AC Milan,1,1,0.36,0.86,10,4,2014/2015,0
Sassuolo,Benevento,2,2,1.35,1.46,16,20,2017/2018,1
Inter,Genoa,0,1,1.34,1.26,7,17,2016/2017,0
Inter,Chievo,1,0,1.37,0.89,1,3,2015/2016,0
Lazio,Cagliari,2,1,1.59,1.28,8,13,2018/2019,0
Roma,Parma Calcio 1913,3,0,3.21,0.03,4,16,2020/2021,1
Juventus,Sassuolo,3,1,3.04,0.54,5,6,2020/2021,1
AC Milan,SPAL 2013,3,2,1.78,0.43,6,13,2018/2019,0
Chievo,Napoli,0,1,0.65,1.27,10,4,2015/2016,1
Chievo,Torino,0,0,0.79,0.24,16,14,2014/2015,1
Sassuolo,Bologna,3,1,2.69,0.54,15,13,2019/2020,1
Juventus,Atalanta,3,1,1.01,0.35,1,6,2016/2017,1
Inter,AC Milan,2,0,2.49,1.09,1,6,2019/2020,0
Roma,Juventus,2,2,2.82,1.91,10,3,2020/2021,1
Fiorentina,Napoli,0,3,0.25,1.19,4,6,2014/2015,0
Sassuolo,Napoli,0,2,0.64,2.44,8,7,2019/2020,0
Chievo,Genoa,0,0,0.46,0.41,20,13,2018/2019,1
Inter,Parma Calcio 1913,0,1,1.39,0.3,8,17,2018/2019,1
Genoa,Lazio,0,4,1.0,1.62,17,10,2019/2020,0
Lecce,Genoa,2,2,0.86,2.56,16,18,2019/2020,1
Genoa,Cagliari,3,1,1.53,0.91,9,8,2016/2017,1
Torino,SPAL 2013,2,1,1.86,0.63,10,16,2017/2018,1
Lazio,AC Milan,0,2,0.7,2.63,5,11,2016/2017,0
Juventus,Cagliari,0,2,1.26,1.06,1,13,2019/2020,0
Lazio,Cagliari,0,0,0.89,0.14,4,15,2016/2017,0
Pescara,Chievo,0,2,0.52,1.81,19,8,2016/2017,1
Verona,Chievo,1,0,0.18,0.88,19,15,2017/2018,1
Udinese,Roma,0,2,0.49,1.48,10,4,2017/2018,1
Cagliari,Roma,3,4,1.1,2.61,11,5,2019/2020,1
Roma,Sampdoria,4,1,3.04,0.63,11,12,2018/2019,1
Udinese,Palermo,0,1,2.24,0.79,10,9,2015/2016,1
AC Milan,Inter,2,2,0.65,1.6,3,10,2016/2017,1
Sampdoria,Juventus,1,1,0.25,1.64,5,1,2014/2015,0
Bologna,Inter,1,1,0.89,1.07,12,3,2017/2018,1
Crotone,Cagliari,1,2,1.25,0.59,20,14,2016/2017,0
SPAL 2013,Juventus,1,4,0.91,1.25,19,4,2017/2018,0
Atalanta,Roma,2,1,1.59,0.3,4,5,2019/2020,1
Inter,Juventus,0,0,0.36,0.9,3,14,2015/2016,1
Juventus,SPAL 2013,2,0,2.37,0.16,2,19,2019/2020,1
Bologna,Verona,0,1,1.01,0.74,12,20,2015/2016,1
Udinese,Atalanta,1,7,0.48,5.83,11,3,2019/2020,0
AC Milan,Fiorentina,1,3,0.59,3.01,12,15,2019/2020,1
Sassuolo,Cagliari,1,1,1.9,0.88,8,18,2020/2021,0
Crotone,Udinese,0,2,1.0,2.2,18,13,2016/2017,0
Juventus,Verona,1,1,1.22,0.7,3,9,2020/2021,0
Chievo,Sampdoria,0,0,0.78,0.68,20,9,2018/2019,1
Frosinone,Bologna,4,0,1.58,0.82,20,18,2018/2019,0
Parma Calcio 1913,Torino,0,1,0.4,1.35,19,17,2020/2021,0
Crotone,Sassuolo,1,2,0.74,2.78,20,8,2020/2021,1
Torino,Cesena,3,2,1.54,2.68,16,20,2014/2015,0
Empoli,Chievo,0,0,0.45,1.01,18,8,2016/2017,1
Fiorentina,Chievo,2,0,1.0,0.23,4,10,2015/2016,1
Parma Calcio 1913,Empoli,2,2,1.03,1.07,20,15,2014/2015,0
Cagliari,Genoa,1,3,0.91,1.53,8,9,2016/2017,0
Juventus,Palermo,1,0,0.51,0.25,1,11,2014/2015,0
Roma,Inter,0,0,0.21,2.08,5,1,2019/2020,0
SPAL 2013,Napoli,1,3,0.53,1.95,19,6,2019/2020,0
Cagliari,Udinese,1,0,1.15,0.68,14,13,2017/2018,0
Udinese,Sassuolo,2,0,1.72,0.94,11,9,2020/2021,1
Sampdoria,Juventus,0,1,0.46,1.98,9,1,2016/2017,1
Genoa,AC Milan,1,2,1.66,1.2,18,16,2019/2020,1
Crotone,Torino,4,2,2.6,1.97,20,18,2020/2021,1
Sassuolo,Sampdoria,0,0,0.64,1.28,8,6,2018/2019,0
Napoli,Sassuolo,2,0,1.1,0.3,3,12,2014/2015,1
Crotone,Lazio,3,1,0.99,1.09,18,5,2016/2017,1
Inter,Roma,2,2,1.53,1.44,3,5,2019/2020,0
Juventus,AC Milan,0,1,0.73,0.25,1,3,2016/2017,0
SPAL 2013,Lazio,1,4,0.92,2.54,15,6,2018/2019,0
Parma Calcio 1913,Udinese,2,1,2.41,1.47,12,15,2018/2019,0
Empoli,Bologna,1,3,0.35,1.55,18,15,2018/2019,0
Torino,Lazio,0,4,0.71,2.3,12,7,2019/2020,0
Bologna,Fiorentina,0,0,0.15,0.79,17,10,2018/2019,0
Sampdoria,Verona,0,0,1.58,0.99,9,19,2017/2018,0
Inter,Torino,1,0,0.89,1.34,4,11,2015/2016,0
Juventus,Atalanta,2,0,1.17,0.66,2,14,2015/2016,0
Benevento,Crotone,1,4,2.46,1.5,11,20,2020/2021,0
Napoli,Genoa,1,1,1.99,0.92,2,14,2018/2019,1
AC Milan,Inter,3,0,2.32,1.76,6,4,2015/2016,1
Sampdoria,Sassuolo,0,0,0.15,3.29,15,7,2015/2016,0
Fiorentina,Lazio,1,3,0.73,1.61,2,10,2015/2016,1
Napoli,Lecce,4,1,3.07,1.38,8,18,2019/2020,0
Inter,Fiorentina,0,1,0.61,0.69,8,5,2014/2015,1
Sampdoria,Palermo,1,1,1.24,2.11,11,18,2016/2017,0
Atalanta,AC Milan,2,0,2.0,1.01,8,9,2017/2018,0
Lazio,Udinese,2,0,1.34,0.61,13,11,2015/2016,1
SPAL 2013,Atalanta,1,1,0.59,1.45,17,8,2017/2018,1
Genoa,Chievo,0,2,1.1,1.28,7,16,2014/2015,1
Lazio,Chievo,2,1,1.37,0.77,9,6,2017/2018,0
Udinese,Frosinone,1,1,0.37,1.22,17,20,2018/2019,1
Chievo,Fiorentina,3,4,3.36,2.36,20,11,2018/2019,1
Roma,Udinese,3,0,2.98,0.31,4,12,2020/2021,1
Fiorentina,Verona,5,0,2.89,0.95,20,15,2017/2018,0
AC Milan,Roma,2,1,2.4,1.48,10,2,2014/2015,1
Roma,Inter,1,1,0.51,1.52,5,3,2017/2018,0
Udinese,Napoli,0,3,1.72,2.01,15,2,2018/2019,1
AC Milan,Inter,0,0,0.17,1.5,9,10,2014/2015,0
Empoli,Cagliari,2,0,1.46,0.57,7,6,2018/2019,1
Chievo,Sampdoria,0,2,0.29,0.7,20,7,2018/2019,0
Parma Calcio 1913,Napoli,0,4,0.44,1.41,12,2,2018/2019,1
Palermo,Sassuolo,2,2,0.71,2.28,16,8,2015/2016,0
Sampdoria,Bologna,1,2,0.51,2.25,20,13,2019/2020,0
Bologna,Roma,3,2,1.28,1.84,11,5,2019/2020,0
Cesena,Cagliari,0,1,0.33,1.01,19,18,2014/2015,1
Fiorentina,Atalanta,0,0,0.7,1.12,8,4,2016/2017,0
Crotone,Atalanta,1,5,0.6,3.83,20,4,2020/2021,0
Genoa,Fiorentina,1,1,1.18,0.91,13,15,2020/2021,1
Juventus,Chievo,2,0,1.15,0.05,2,13,2017/2018,0
Torino,Atalanta,0,7,0.54,5.35,10,5,2019/2020,1
Verona,Chievo,3,1,2.44,1.29,20,12,2015/2016,1
Cagliari,Atalanta,0,1,0.2,0.97,18,7,2020/2021,1
Bologna,Frosinone,0,0,0.92,1.78,15,19,2018/2019,0
Lazio,Pescara,6,2,3.84,1.83,6,20,2016/2017,0
Genoa,Juventus,1,1,0.85,1.85,12,1,2018/2019,0
Spezia,Juventus,1,4,0.55,2.88,15,11,2020/2021,1
AC Milan,Juventus,1,2,1.47,1.86,4,1,2018/2019,0
Genoa,Napoli,1,2,0.57,2.94,7,5,2014/2015,0
Sassuolo,AC Milan,1,2,0.1,1.94,5,14,2015/2016,0
AC Milan,Inter,2,3,0.84,2.25,8,3,2017/2018,0
Bologna,Napoli,1,3,0.31,1.48,10,2,2016/2017,0
Genoa,Fiorentina,2,3,2.27,1.73,11,8,2017/2018,1
Atalanta,Roma,4,1,1.91,0.71,7,3,2020/2021,1
Sampdoria,Frosinone,0,2,1.4,1.23,10,19,2015/2016,0
Cagliari,Benevento,2,1,1.89,1.31,16,20,2017/2018,1
Bologna,Sassuolo,1,3,0.54,2.69,13,15,2019/2020,0
Bologna,Empoli,0,0,0.6,0.57,15,12,2015/2016,0
Udinese,Inter,0,1,0.32,2.2,17,3,2018/2019,0
Torino,Parma Calcio 1913,3,0,1.67,0.85,20,16,2020/2021,0
Roma,AC Milan,1,1,1.78,0.78,5,4,2018/2019,1
Bologna,Torino,3,2,1.98,1.45,18,7,2018/2019,0
Crotone,Genoa,0,3,0.64,1.25,20,16,2020/2021,1
Napoli,Crotone,4,3,3.45,1.17,5,20,2020/2021,1
Torino,Genoa,2,1,0.44,1.19,19,15,2020/2021,0
Sampdoria,AC Milan,0,1,0.35,1.44,15,6,2015/2016,1
Benevento,Udinese,2,0,0.34,2.47,13,11,2020/2021,0
Udinese,Napoli,2,4,0.74,1.52,16,2,2018/2019,0
Sampdoria,Roma,0,0,1.22,1.23,3,2,2014/2015,1
Palermo,Torino,1,3,0.29,3.05,18,10,2016/2017,0
Roma,Udinese,3,1,2.99,1.29,7,16,2017/2018,1
Sassuolo,Sampdoria,1,0,1.66,0.99,8,9,2020/2021,1
Juventus,Crotone,3,0,1.54,0.26,1,18,2016/2017,1
Benevento,Lazio,1,5,0.6,2.92,20,4,2017/2018,1
Bologna,Sassuolo,2,0,1.77,0.58,15,7,2015/2016,0
Empoli,AC Milan,1,1,1.18,1.53,17,16,2018/2019,1
AC Milan,Lazio,3,1,1.98,0.37,8,6,2015/2016,0
Verona,Fiorentina,1,0,1.57,1.66,16,6,2014/2015,0
Palermo,Empoli,0,1,0.52,0.9,18,17,2016/2017,0
Sampdoria,Fiorentina,3,1,2.22,1.91,7,9,2017/2018,1
Carpi,Torino,2,1,0.88,1.21,20,3,2015/2016,1
Juventus,Torino,1,1,3.09,0.34,1,9,2016/2017,1
Torino,AC Milan,0,7,0.86,4.31,16,5,2020/2021,1
AC Milan,Roma,2,0,1.88,0.62,7,4,2017/2018,0
Fiorentina,Napoli,1,1,0.8,0.91,4,2,2015/2016,1
Sassuolo,Genoa,5,3,2.06,1.89,8,13,2018/2019,1
Torino,Atalanta,3,3,2.8,2.06,17,7,2020/2021,0
Bologna,Lazio,3,3,2.58,1.84,15,8,2018/2019,0
Udinese,Fiorentina,0,3,0.27,2.83,5,11,2014/2015,0
Chievo,Bologna,2,1,2.15,1.7,16,13,2017/2018,0
Bologna,Juventus,0,0,0.25,0.82,10,1,2015/2016,1
Bologna,Crotone,2,3,0.95,2.02,12,15,2017/2018,1
Lazio,Cagliari,2,0,1.99,0.92,13,6,2020/2021,0
Bologna,Atalanta,3,0,1.38,1.25,18,7,2015/2016,1
Fiorentina,Atalanta,2,0,1.02,0.68,7,15,2018/2019,1
Crotone,Juventus,1,1,0.51,0.65,18,1,2017/2018,1
Parma Calcio 1913,Sassuolo,1,4,0.34,2.42,20,15,2014/2015,0
Lazio,Sampdoria,1,2,3.45,1.72,9,16,2015/2016,0
Chievo,Fiorentina,0,1,0.28,1.12,15,12,2017/2018,0
Genoa,Lazio,2,2,1.6,2.41,16,4,2016/2017,1
Bologna,Genoa,0,2,2.31,1.66,11,14,2020/2021,1
Juventus,Inter,1,0,1.48,1.04,1,3,2018/2019,1
Parma Calcio 1913,Torino,0,3,0.85,1.67,16,20,2020/2021,1
Udinese,Lazio,3,1,1.43,1.23,16,8,2020/2021,0
Roma,Lazio,0,3,1.23,2.15,5,8,2018/2019,0
Fiorentina,Palermo,3,1,1.4,0.93,4,16,2015/2016,0
Verona,Benevento,0,3,0.33,2.86,19,20,2017/2018,0
Napoli,Roma,1,2,1.65,2.21,6,4,2019/2020,0
Genoa,AC Milan,0,1,0.93,0.73,13,7,2017/2018,1
Juventus,Fiorentina,2,1,0.9,1.44,1,10,2018/2019,1
Napoli,Udinese,4,2,1.52,0.74,2,16,2018/2019,1
Roma,Napoli,0,0,0.23,1.43,5,3,2015/2016,0
Chievo,Inter,1,2,1.37,1.77,16,5,2017/2018,1
Napoli,Palermo,3,3,1.53,1.11,15,18,2014/2015,1
Fiorentina,Atalanta,3,0,3.24,0.48,1,9,2015/2016,1
Atalanta,Verona,0,2,1.2,1.79,6,9,2020/2021,1
Palermo,Lazio,1,2,0.99,1.17,10,5,2014/2015,0
Crotone,Udinese,0,3,0.37,1.96,15,14,2017/2018,1
Sampdoria,Genoa,1,1,0.65,2.0,12,14,2018/2019,0
Inter,Cagliari,5,1,2.29,0.95,7,13,2016/2017,0
Sassuolo,Parma Calcio 1913,0,1,1.39,0.82,12,10,2019/2020,1
Sassuolo,Juventus,1,3,2.24,1.37,8,5,2020/2021,1
Fiorentina,Genoa,0,0,0.58,0.94,3,16,2015/2016,0
Chievo,Inter,1,1,0.61,2.14,20,3,2018/2019,1
Sassuolo,Juventus,1,2,0.74,2.85,3,1,2018/2019,0
Cagliari,Genoa,1,0,1.51,0.62,14,13,2018/2019,1
Napoli,Crotone,4,0,1.94,0.51,3,20,2020/2021,0
Lazio,Sassuolo,2,1,0.94,1.38,4,14,2019/2020,0
Palermo,Inter,0,3,1.03,0.86,8,13,2014/2015,0
Cagliari,Udinese,4,3,1.21,0.55,18,16,2014/2015,1
Napoli,Chievo,3,1,1.46,0.17,2,20,2018/2019,0
Lazio,Atalanta,3,0,2.33,0.22,6,14,2014/2015,1
AC Milan,Lazio,1,1,0.3,2.49,8,6,2016/2017,0
Verona,Fiorentina,1,1,1.25,1.68,9,17,2020/2021,0
Juventus,Lazio,3,0,3.53,0.2,1,9,2015/2016,1
Cagliari,Napoli,1,1,1.89,2.91,17,4,2020/2021,0
Atalanta,Napoli,2,0,1.0,1.15,5,3,2016/2017,0
Torino,Sampdoria,1,1,1.39,0.3,9,6,2017/2018,0
Palermo,Carpi,2,2,1.32,0.91,5,19,2015/2016,1
AC Milan,Juventus,0,1,0.28,1.44,1,2,2014/2015,1
Bologna,Inter,0,1,0.77,2.15,14,6,2016/2017,1
Bologna,Atalanta,2,2,1.09,1.89,15,7,2020/2021,1
Parma Calcio 1913,Roma,2,0,2.1,1.68,19,5,2020/2021,1
Fiorentina,Sassuolo,1,1,1.72,1.71,17,5,2020/2021,1
Sampdoria,AC Milan,0,0,1.06,1.54,17,12,2019/2020,0
Cesena,AC Milan,1,1,1.13,0.88,13,7,2014/2015,1
Sampdoria,AC Milan,1,0,1.24,1.85,13,8,2016/2017,0
Juventus,Udinese,2,0,1.11,0.2,5,3,2014/2015,1
Sassuolo,Juventus,1,3,1.87,1.08,17,4,2017/2018,1
Roma,Atalanta,0,2,2.22,2.23,5,8,2019/2020,1
Genoa,Verona,2,2,0.94,1.18,11,9,2020/2021,1
Bologna,Juventus,1,3,0.14,3.4,20,16,2015/2016,0
Crotone,Sassuolo,0,0,1.25,0.85,19,12,2016/2017,1
Roma,Sampdoria,1,2,1.45,0.19,8,9,2015/2016,0
Empoli,Udinese,1,0,0.32,0.94,17,12,2016/2017,1
Benevento,Fiorentina,0,1,1.21,1.72,20,10,2017/2018,0
Lazio,Inter,2,0,1.72,0.87,9,4,2015/2016,1
Cagliari,Atalanta,0,2,0.14,1.76,15,6,2016/2017,0
Benevento,Juventus,2,4,1.87,2.46,20,1,2017/2018,1
Juventus,Sampdoria,2,1,1.24,0.77,4,13,2015/2016,0
Torino,Juventus,1,3,0.41,2.43,7,1,2016/2017,1
Bologna,AC Milan,0,2,0.83,2.94,12,9,2020/2021,0
